,CTI,SSD_stay,SSD_switch,SS_delay,SS_duration,SS_stimulus,SS_trial_type,att_check_percent,block_duration,correct,correct_response,correct_trial,cue,cue_condition,current_block,current_trial,exp_id,exp_stage,final_accuracy,final_avg_rt,final_credit_var,final_missed_percent,final_responses_ok,internal_node_id,key_press,possible_responses,responses,rt,stim_color,stim_duration,stim_number,stimulus,stop_acc,stop_signal_condition,task,task_condition,text,time_elapsed,timing_post_trial,trial_id,trial_index,trial_type,view_history
0,,,,,,,,,10483.0,,,,,,,,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-0.0,13.0,[13],,10483.0,,10483.0,,"<div class = bigbox><div class = picture_box><p class = block-text><font color=""white"">Welcome to the experiment. This experiment will take around 15 minutes. Press <i>enter</i> to begin.</font></p></div></div>",,,,,,10484,0.0,practice-stop-feedback,0,poldrack-single-stim,
1,,,,,,,,,,,,,,,,,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-1.0,,,,33315.0,,,,,,,,,,43801,,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":12172},{""page_index"":1,""viewing_time"":16000},{""page_index"":2,""viewing_time"":2190},{""page_index"":3,""viewing_time"":2952}]"
2,,,,,,,,,,,,,,,,,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-2.0,,,,,,,,,,,,,,44803,,set_stims,2,call-function,
3,,,,,,,,,500.0,,,,,,,,stop_signal_with_cued_task_switching,practice,,,,,,0.0-0.0-3.0,-1.0,none,,-1.0,,500.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,,,,,45309,0.0,fixation,3,poldrack-single-stim,
4,150.0,350.0,350.0,,,,,,150.0,,,,Magnitude,na,0.0,1.0,stop_signal_with_cued_task_switching,practice,,,,,,0.0-0.0-4.0,-1.0,none,,-1.0,white,150.0,1.0,<div class = upperbox><div class = center-text>Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>,,go,magnitude,na,,45464,0.0,cue,4,poldrack-single-stim,
5,150.0,350.0,350.0,,500.0,"<div class = starbox><img class = star src=""/static/experiments/stop_signal_with_cued_task_switching/images/stop.png""></img></div>",go,,2000.0,,90.0,1.0,Magnitude,na,0.0,1.0,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-5.0,90.0,"[77, 90]",,648.0,white,1000.0,1.0,"<div class = upperbox><div class = center-text>Magnitude</div></div><div class = lowerbox><div class = gng_number><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_cued_task_switching/images/1.png""></img></div></div></div>",,go,magnitude,na,,47468,0.0,practice_trial,5,stop-signal,
6,,,,,,,,,500.0,,,,,,,,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-6.0,-1.0,none,,-1.0,,500.0,,<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div>,,,,,,47973,0.0,practice-stop-feedback,6,poldrack-single-stim,
7,,,,,,,,,,,,,,,,,stop_signal_with_cued_task_switching,,,,,,,0.0-0.0-7.0,,,,,,,,,,,,,,47974,,set_stims,7,call-function,
8,,,,,,,,,500.0,,,,,,,,stop_signal_with_cued_task_switching,practice,,,,,,0.0-0.0-8.0,-1.0,none,,-1.0,,500.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,,,,,48476,0.0,fixation,8,poldrack-single-stim,
9,150.0,350.0,350.0,,,,,,150.0,,,,Magnitude,stay,0.0,2.0,stop_signal_with_cued_task_switching,practice,,,,,,0.0-0.0-9.0,-1.0,none,,-1.0,white,150.0,4.0,<div class = upperbox><div class = center-text>Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>,,go,magnitude,stay,,48628,0.0,cue,9,poldrack-single-stim,
